id,fileName,genre,feeling,Arousal,Attention,Certainty,Commitment,Dominance,Enjoyment,Identity,Obstruction,Safety,Valence,Familiarity,url,A,B,C,D,E,F,G,H,I,J,K,L,M
11,0Wv3Ya9nskA_23.mp3,E,"40% Calm, relaxing, serene, 37% Dreamy, 29% Tender, longing, 23% Transcendent, mystical, 20% Beautiful, 20% Entrancing, 17% Romantic, loving, 11% Compassionate, sympathetic, 11% Sad, depressing, 9% Bittersweet, 9% Eerie, mysterious, 6% Awe-inspiring, amazing, 6% Euphoric, ecstatic, 6% Joyful, cheerful, 3% Annoying, 3% Energizing, pump-up, 3% Erotic, desirous, 3% Exciting, 3% Goose bumps, 3% Triumphant, heroic",4.6,5.9,5.5,5.3,3.3,5.8,5.6,2.8,6.4,6.1,5.4,https://www.youtube.com/watch?v=0Wv3Ya9nskA,0.0,0.03,0.0,0.2,0.4,0.37,0.03,0.03,0.0,0.06,0.11,0.0,0.03
12,0XZJ5mD6nSU_22.mp3,E,"56% Calm, relaxing, serene, 33% Dreamy, 19% Romantic, loving, 17% Beautiful, 14% Transcendent, mystical, 11% Compassionate, sympathetic, 11% Tender, longing, 8% Erotic, desirous, 8% Sad, depressing, 6% Awe-inspiring, amazing, 6% Eerie, mysterious, 6% Entrancing, 6% Goose bumps, 3% Amusing, 3% Annoying, 3% Exciting, 3% Indignant, defiant, 3% Nauseating, revolting, 3% Painful",4.4,6.7,5.1,6.3,3.7,6.3,5.6,3.0,6.0,6.5,5.5,https://www.youtube.com/watch?v=0XZJ5mD6nSU,0.03,0.03,0.0,0.17,0.56,0.33,0.0,0.08,0.03,0.0,0.08,0.0,0.0
13,0dtkfpTwDxU_1.mp3,B,"62% Annoying, 19% Exciting, 19% Nauseating, revolting, 15% Anxious, tense, 12% Eerie, mysterious, 12% Entrancing, 8% Energizing, pump-up, 8% Erotic, desirous, 8% Euphoric, ecstatic, 8% Goose bumps, 8% Painful, 4% Awe-inspiring, amazing, 4% Bittersweet, 4% Joyful, cheerful",4.9,3.8,3.9,4.5,5.1,3.8,3.9,5.3,3.7,4.1,2.9,https://www.youtube.com/watch?v=0dtkfpTwDxU,0.0,0.62,0.15,0.0,0.0,0.0,0.08,0.08,0.0,0.04,0.0,0.0,0.0
14,0dtkfpTwDxU_152.mp3,G,"52% Energizing, pump-up, 27% Exciting, 14% Anxious, tense, 11% Annoying, 9% Euphoric, ecstatic, 9% Joyful, cheerful, 9% Triumphant, heroic, 7% Entrancing, 7% Erotic, desirous, 7% Goose bumps, 7% Proud, strong, 5% Amusing, 5% Awe-inspiring, amazing, 5% Indignant, defiant, 2% Angry, 2% Calm, relaxing, serene, 2% Compassionate, sympathetic, 2% Nauseating, revolting, 2% Painful, 2% Transcendent, mystical",5.8,5.2,5.5,4.5,6.2,5.2,4.9,5.1,4.8,5.5,4.9,https://www.youtube.com/watch?v=0dtkfpTwDxU,0.05,0.11,0.14,0.0,0.02,0.0,0.52,0.07,0.05,0.09,0.0,0.0,0.09
15,0mnb8Hi4Roo_30.mp3,G,"36% Energizing, pump-up, 32% Exciting, 29% Joyful, cheerful, 14% Euphoric, ecstatic, 14% Proud, strong, 11% Beautiful, 11% Entrancing, 7% Awe-inspiring, amazing, 7% Calm, relaxing, serene, 7% Dreamy, 4% Amusing, 4% Annoying, 4% Bittersweet, 4% Compassionate, sympathetic, 4% Erotic, desirous, 4% Goose bumps, 4% Indignant, defiant, 4% Romantic, loving",4.9,4.7,4.5,4.8,4.7,4.8,4.8,4.2,5.7,5.0,4.8,https://www.youtube.com/watch?v=0mnb8Hi4Roo,0.04,0.04,0.0,0.11,0.07,0.07,0.36,0.04,0.04,0.29,0.0,0.0,0.0
16,0sgQOBJrPnI_8.mp3,E,"36% Calm, relaxing, serene, 36% Romantic, loving, 33% Beautiful, 25% Compassionate, sympathetic, 25% Tender, longing, 17% Bittersweet, 17% Dreamy, 11% Sad, depressing, 6% Awe-inspiring, amazing, 6% Entrancing, 6% Transcendent, mystical, 3% Eerie, mysterious, 3% Erotic, desirous, 3% Scary, fearful, 3% Triumphant, heroic",4.5,4.9,4.9,5.4,3.8,6.3,5.3,3.0,5.4,5.7,4.6,https://www.youtube.com/watch?v=0sgQOBJrPnI,0.0,0.0,0.0,0.33,0.36,0.17,0.0,0.03,0.0,0.0,0.11,0.03,0.03
17,0sjkQX09tXA_46.mp3,M,"40% Triumphant, heroic, 34% Proud, strong, 20% Awe-inspiring, amazing, 14% Anxious, tense, 14% Energizing, pump-up, 11% Exciting, 9% Calm, relaxing, serene, 9% Dreamy, 9% Entrancing, 9% Joyful, cheerful, 9% Transcendent, mystical, 6% Beautiful, 6% Eerie, mysterious, 6% Goose bumps, 6% Indignant, defiant, 6% Romantic, loving, 6% Sad, depressing, 6% Scary, fearful, 3% Amusing, 3% Bittersweet, 3% Compassionate, sympathetic, 3% Erotic, desirous, 3% Euphoric, ecstatic, 3% Tender, longing",4.6,5.3,4.9,4.9,5.1,4.9,5.1,4.6,4.2,4.8,4.3,https://www.youtube.com/watch?v=0sjkQX09tXA,0.03,0.0,0.14,0.06,0.09,0.09,0.14,0.03,0.06,0.09,0.06,0.06,0.4
18,0tuK0sk_D1M_2.mp3,M,"31% Triumphant, heroic, 29% Proud, strong, 26% Awe-inspiring, amazing, 17% Transcendent, mystical, 14% Sad, depressing, 11% Beautiful, 11% Calm, relaxing, serene, 11% Dreamy, 11% Eerie, mysterious, 9% Entrancing, 9% Exciting, 9% Goose bumps, 9% Scary, fearful, 6% Compassionate, sympathetic, 6% Euphoric, ecstatic, 6% Indignant, defiant, 3% Amusing, 3% Angry, 3% Bittersweet, 3% Erotic, desirous",5.3,5.5,5.5,5.0,5.6,5.4,4.9,4.8,6.1,5.5,4.9,https://www.youtube.com/watch?v=0tuK0sk_D1M,0.03,0.0,0.0,0.11,0.11,0.11,0.0,0.03,0.06,0.0,0.14,0.09,0.31
19,0tuK0sk_D1M_2469.mp3,M,"40% Triumphant, heroic, 27% Indignant, defiant, 27% Proud, strong, 17% Awe-inspiring, amazing, 17% Scary, fearful, 13% Anxious, tense, 13% Exciting, 10% Bittersweet, 10% Eerie, mysterious, 10% Energizing, pump-up, 10% Painful, 7% Angry, 7% Goose bumps, 3% Amusing, 3% Annoying, 3% Beautiful, 3% Entrancing, 3% Sad, depressing, 3% Transcendent, mystical",6.8,6.2,5.8,5.4,7.0,3.6,5.9,4.1,4.8,3.8,4.4,https://www.youtube.com/watch?v=0tuK0sk_D1M,0.03,0.03,0.13,0.03,0.0,0.0,0.1,0.0,0.27,0.0,0.03,0.17,0.4
20,0vC1KTCgaME_25.mp3,C,"39% Anxious, tense, 18% Eerie, mysterious, 18% Triumphant, heroic, 14% Energizing, pump-up, 14% Exciting, 14% Indignant, defiant, 14% Proud, strong, 11% Awe-inspiring, amazing, 11% Scary, fearful, 7% Bittersweet, 7% Compassionate, sympathetic, 7% Entrancing, 7% Euphoric, ecstatic, 7% Goose bumps, 4% Angry, 4% Beautiful, 4% Calm, relaxing, serene, 4% Erotic, desirous, 4% Nauseating, revolting, 4% Transcendent, mystical",5.8,4.9,4.9,5.4,5.7,4.4,5.2,4.9,4.6,4.6,4.1,https://www.youtube.com/watch?v=0vC1KTCgaME,0.0,0.0,0.39,0.04,0.04,0.0,0.14,0.04,0.14,0.0,0.0,0.11,0.18
21,0yW7w8F2TVA_1.mp3,E,"50% Calm, relaxing, serene, 42% Romantic, loving, 31% Tender, longing, 27% Beautiful, 27% Compassionate, sympathetic, 23% Joyful, cheerful, 15% Dreamy, 12% Bittersweet, 8% Energizing, pump-up, 8% Entrancing, 4% Awe-inspiring, amazing, 4% Eerie, mysterious, 4% Erotic, desirous, 4% Exciting, 4% Proud, strong",4.8,5.3,4.9,5.7,4.6,5.6,5.5,4.3,5.6,5.9,5.8,https://www.youtube.com/watch?v=0yW7w8F2TVA,0.0,0.0,0.0,0.27,0.5,0.15,0.08,0.04,0.0,0.23,0.0,0.0,0.0
22,105.m4a.mp3,C,"48% Eerie, mysterious, 41% Anxious, tense, 19% Scary, fearful, 11% Amusing, 11% Goose bumps, 7% Calm, relaxing, serene, 7% Euphoric, ecstatic, 7% Proud, strong, 7% Triumphant, heroic, 4% Annoying, 4% Dreamy, 4% Energizing, pump-up, 4% Entrancing, 4% Joyful, cheerful, 4% Romantic, loving",4.5,5.1,4.5,4.7,5.1,5.0,4.6,4.1,4.8,4.3,4.7,"https://www.google.com/search?q=Alexander Borodin, Modest Mussorgsky + Slovak Philharmonic Orchestra Pictures at an Exhibition (orch. Ravel): The Hut on Fowl's Legs",0.11,0.04,0.41,0.0,0.07,0.04,0.04,0.0,0.0,0.04,0.0,0.19,0.07
23,106.m4a.mp3,K,"33% Sad, depressing, 22% Awe-inspiring, amazing, 22% Proud, strong, 22% Triumphant, heroic, 19% Dreamy, 15% Beautiful, 15% Bittersweet, 11% Calm, relaxing, serene, 11% Compassionate, sympathetic, 11% Entrancing, 11% Transcendent, mystical, 7% Eerie, mysterious, 7% Painful, 7% Tender, longing, 4% Energizing, pump-up, 4% Indignant, defiant",5.0,5.3,5.0,6.0,3.1,6.1,5.1,3.6,6.2,5.9,5.6,"https://www.google.com/search?q=Alexander Borodin, Modest Mussorgsky + Slovak Philharmonic Orchestra Pictures at an Exhibition (orch. Ravel): The Great Gate of Kiev",0.0,0.0,0.0,0.15,0.11,0.19,0.04,0.0,0.04,0.0,0.33,0.0,0.22
24,110.m4a.mp3,C,"46% Eerie, mysterious, 35% Anxious, tense, 19% Scary, fearful, 15% Goose bumps, 8% Amusing, 8% Awe-inspiring, amazing, 8% Beautiful, 8% Calm, relaxing, serene, 8% Exciting, 8% Triumphant, heroic, 4% Compassionate, sympathetic, 4% Dreamy, 4% Entrancing, 4% Euphoric, ecstatic, 4% Nauseating, revolting, 4% Painful",4.1,4.7,3.9,3.1,4.4,3.9,3.7,4.5,3.7,3.6,4.9,https://www.google.com/search?q=Alexander Rahbari + Belgian Radio and Television Philharmonic Orchestra Introduction,0.08,0.0,0.35,0.08,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.19,0.08
25,113.m4a.mp3,D,"31% Beautiful, 28% Compassionate, sympathetic, 24% Sad, depressing, 21% Bittersweet, 21% Calm, relaxing, serene, 10% Awe-inspiring, amazing, 10% Dreamy, 10% Romantic, loving, 10% Tender, longing, 10% Transcendent, mystical, 10% Triumphant, heroic, 7% Painful, 7% Proud, strong, 3% Anxious, tense, 3% Goose bumps, 3% Indignant, defiant, 3% Scary, fearful",4.2,4.8,4.8,3.8,3.6,5.3,4.3,3.3,4.8,5.4,5.0,https://www.google.com/search?q=Alexander Rahbari + Belgian Radio and Television Philharmonic Orchestra The Firebird: Ronde des Princesses / Round of the Princesses,0.0,0.0,0.03,0.31,0.21,0.1,0.0,0.0,0.03,0.0,0.24,0.03,0.1
26,119.m4a.mp3,D,"38% Beautiful, 38% Calm, relaxing, serene, 19% Dreamy, 15% Compassionate, sympathetic, 15% Entrancing, 12% Tender, longing, 12% Transcendent, mystical, 8% Awe-inspiring, amazing, 8% Eerie, mysterious, 8% Euphoric, ecstatic, 8% Joyful, cheerful, 8% Romantic, loving, 4% Amusing, 4% Anxious, tense, 4% Bittersweet, 4% Exciting, 4% Goose bumps, 4% Sad, depressing, 4% Scary, fearful",4.8,6.1,5.9,5.4,4.1,5.6,6.1,3.4,5.7,6.5,5.4,https://www.google.com/search?q=Alexander Rahbari + Belgian Radio and Television Philharmonic Orchestra Petrushka,0.04,0.0,0.04,0.38,0.38,0.19,0.0,0.0,0.0,0.08,0.04,0.04,0.0
27,136.m4a.mp3,G,"67% Energizing, pump-up, 30% Joyful, cheerful, 22% Exciting, 15% Amusing, 11% Euphoric, ecstatic, 11% Indignant, defiant, 7% Annoying, 7% Entrancing, 4% Angry, 4% Anxious, tense, 4% Compassionate, sympathetic, 4% Eerie, mysterious",5.6,5.3,5.0,5.1,5.1,5.1,5.9,4.0,5.8,5.7,4.6,https://www.google.com/search?q=Afrobeat Amaswazi Emvelo - Indoda Yejazi Elimnyama,0.15,0.07,0.04,0.0,0.0,0.0,0.67,0.0,0.11,0.3,0.0,0.0,0.0
28,137.m4a.mp3,J,"29% Joyful, cheerful, 18% Romantic, loving, 14% Annoying, 14% Calm, relaxing, serene, 14% Energizing, pump-up, 11% Amusing, 11% Entrancing, 11% Erotic, desirous, 7% Beautiful, 7% Eerie, mysterious, 7% Exciting, 7% Proud, strong, 7% Transcendent, mystical, 4% Anxious, tense, 4% Awe-inspiring, amazing, 4% Dreamy, 4% Euphoric, ecstatic, 4% Goose bumps, 4% Tender, longing",5.5,4.8,5.1,4.5,4.9,4.6,5.1,3.9,5.0,5.9,4.8,https://www.google.com/search?q=Amon Tobin 01 - Stoney Street 1,0.11,0.14,0.04,0.07,0.14,0.04,0.14,0.11,0.0,0.29,0.0,0.0,0.0
29,144.m4a.mp3,B,"39% Annoying, 25% Anxious, tense, 25% Eerie, mysterious, 14% Nauseating, revolting, 11% Amusing, 11% Entrancing, 11% Erotic, desirous, 11% Painful, 7% Angry, 7% Awe-inspiring, amazing, 7% Bittersweet, 7% Calm, relaxing, serene, 7% Dreamy, 7% Euphoric, ecstatic, 7% Goose bumps, 7% Indignant, defiant, 7% Romantic, loving, 7% Triumphant, heroic, 4% Beautiful, 4% Compassionate, sympathetic, 4% Exciting, 4% Sad, depressing, 4% Transcendent, mystical",3.3,3.3,3.4,2.6,4.4,3.3,3.2,4.5,4.4,3.4,3.4,https://www.google.com/search?q=Amon Tobin 08 - The Nasty 1,0.11,0.39,0.25,0.04,0.07,0.07,0.0,0.11,0.07,0.0,0.04,0.0,0.07
30,146.m4a.mp3,F,"30% Eerie, mysterious, 22% Dreamy, 15% Annoying, 15% Energizing, pump-up, 15% Transcendent, mystical, 11% Entrancing, 11% Exciting, 11% Goose bumps, 7% Amusing, 4% Awe-inspiring, amazing, 4% Bittersweet, 4% Calm, relaxing, serene, 4% Euphoric, ecstatic, 4% Indignant, defiant, 4% Joyful, cheerful, 4% Nauseating, revolting",5.2,4.7,5.0,5.0,4.5,4.6,5.2,3.3,5.3,5.2,5.0,https://www.google.com/search?q=Amon Tobin 10 - Wires And Snakes 1,0.07,0.15,0.0,0.0,0.04,0.22,0.15,0.0,0.04,0.04,0.0,0.0,0.0
31,1612_Y7N9x4_60.mp3,G,"69% Energizing, pump-up, 23% Exciting, 21% Euphoric, ecstatic, 18% Proud, strong, 15% Anxious, tense, 15% Entrancing, 10% Eerie, mysterious, 8% Amusing, 8% Annoying, 8% Joyful, cheerful, 5% Goose bumps, 5% Triumphant, heroic, 3% Awe-inspiring, amazing, 3% Bittersweet, 3% Erotic, desirous, 3% Indignant, defiant, 3% Nauseating, revolting, 3% Sad, depressing, 3% Transcendent, mystical",6.3,5.4,5.5,4.4,6.0,5.1,5.7,4.1,4.1,4.9,5.4,https://www.youtube.com/watch?v=1612_Y7N9x4,0.08,0.08,0.15,0.0,0.0,0.0,0.69,0.03,0.03,0.08,0.03,0.0,0.05
32,174.m4a.mp3,J,"38% Joyful, cheerful, 31% Calm, relaxing, serene, 24% Romantic, loving, 21% Dreamy, 17% Beautiful, 14% Annoying, 14% Energizing, pump-up, 10% Amusing, 7% Bittersweet, 7% Compassionate, sympathetic, 7% Tender, longing, 3% Anxious, tense, 3% Awe-inspiring, amazing, 3% Erotic, desirous, 3% Euphoric, ecstatic, 3% Exciting, 3% Goose bumps, 3% Indignant, defiant, 3% Nauseating, revolting, 3% Sad, depressing, 3% Triumphant, heroic",4.3,4.9,4.6,4.6,3.3,5.6,6.1,3.6,5.9,5.9,4.3,https://www.google.com/search?q=Andrés Segovia Sevilla,0.1,0.14,0.03,0.17,0.31,0.21,0.14,0.03,0.03,0.38,0.03,0.0,0.03
33,179.m4a.mp3,E,"31% Calm, relaxing, serene, 27% Romantic, loving, 23% Beautiful, 23% Energizing, pump-up, 23% Tender, longing, 15% Amusing, 15% Compassionate, sympathetic, 15% Dreamy, 12% Bittersweet, 12% Erotic, desirous, 8% Anxious, tense, 8% Entrancing, 8% Proud, strong, 8% Transcendent, mystical, 8% Triumphant, heroic, 4% Awe-inspiring, amazing, 4% Euphoric, ecstatic, 4% Exciting, 4% Indignant, defiant, 4% Joyful, cheerful",4.6,4.8,5.0,5.2,4.1,5.5,4.7,4.2,5.0,5.7,5.2,https://www.google.com/search?q=Andrés Segovia Leyenda,0.15,0.0,0.08,0.23,0.31,0.15,0.23,0.12,0.04,0.04,0.0,0.0,0.08
34,19nm5_nAwQg_1.mp3,F,"46% Calm, relaxing, serene, 35% Transcendent, mystical, 27% Dreamy, 23% Eerie, mysterious, 19% Entrancing, 15% Awe-inspiring, amazing, 15% Beautiful, 15% Compassionate, sympathetic, 8% Euphoric, ecstatic, 8% Sad, depressing, 8% Tender, longing, 4% Amusing, 4% Annoying, 4% Anxious, tense, 4% Bittersweet, 4% Goose bumps, 4% Scary, fearful",5.1,6.5,6.2,6.0,3.4,5.1,6.0,2.9,6.6,5.7,5.7,https://www.youtube.com/watch?v=19nm5_nAwQg,0.04,0.04,0.04,0.15,0.46,0.27,0.0,0.0,0.0,0.0,0.08,0.04,0.0
35,1BdPDaFXcEo_1.mp3,E,"61% Romantic, loving, 46% Tender, longing, 43% Beautiful, 39% Calm, relaxing, serene, 29% Dreamy, 25% Compassionate, sympathetic, 21% Bittersweet, 21% Transcendent, mystical, 18% Entrancing, 14% Sad, depressing, 11% Awe-inspiring, amazing, 11% Eerie, mysterious, 4% Amusing, 4% Annoying, 4% Energizing, pump-up, 4% Euphoric, ecstatic, 4% Goose bumps, 4% Painful",5.3,6.9,7.1,7.7,3.7,7.9,4.9,2.5,6.6,7.3,8.5,https://www.youtube.com/watch?v=1BdPDaFXcEo,0.04,0.04,0.0,0.43,0.39,0.29,0.04,0.0,0.0,0.0,0.14,0.0,0.0
36,1CGMk_roNaE_138.mp3,G,"66% Energizing, pump-up, 23% Exciting, 17% Joyful, cheerful, 14% Calm, relaxing, serene, 14% Entrancing, 14% Euphoric, ecstatic, 14% Transcendent, mystical, 9% Dreamy, 9% Triumphant, heroic, 6% Annoying, 6% Eerie, mysterious, 6% Indignant, defiant, 6% Proud, strong, 3% Amusing, 3% Anxious, tense, 3% Awe-inspiring, amazing, 3% Compassionate, sympathetic, 3% Erotic, desirous, 3% Painful, 3% Sad, depressing",6.9,5.7,5.8,5.6,6.4,5.7,5.6,4.8,5.4,6.6,5.9,https://www.youtube.com/watch?v=1CGMk_roNaE,0.03,0.06,0.03,0.0,0.14,0.09,0.66,0.03,0.06,0.17,0.03,0.0,0.09
37,1EdUjlawLJM_20.mp3,L,"36% Eerie, mysterious, 29% Anxious, tense, 21% Scary, fearful, 14% Energizing, pump-up, 14% Transcendent, mystical, 11% Awe-inspiring, amazing, 11% Euphoric, ecstatic, 7% Entrancing, 7% Goose bumps, 7% Indignant, defiant, 4% Annoying, 4% Beautiful, 4% Bittersweet, 4% Calm, relaxing, serene, 4% Dreamy, 4% Exciting, 4% Joyful, cheerful, 4% Nauseating, revolting, 4% Painful, 4% Proud, strong, 4% Triumphant, heroic",4.0,5.8,5.6,4.6,6.3,4.1,4.8,5.1,4.1,4.3,4.8,https://www.youtube.com/watch?v=1EdUjlawLJM,0.0,0.04,0.29,0.04,0.04,0.04,0.14,0.0,0.07,0.04,0.0,0.21,0.04
38,1FH-q0I1fJY_20.mp3,F,"47% Eerie, mysterious, 22% Dreamy, 22% Scary, fearful, 14% Annoying, 14% Awe-inspiring, amazing, 14% Transcendent, mystical, 11% Calm, relaxing, serene, 11% Erotic, desirous, 11% Painful, 8% Anxious, tense, 8% Entrancing, 8% Goose bumps, 8% Sad, depressing, 8% Tender, longing, 6% Amusing, 6% Euphoric, ecstatic, 3% Beautiful, 3% Bittersweet, 3% Compassionate, sympathetic, 3% Nauseating, revolting, 3% Romantic, loving",3.4,3.4,3.7,3.8,4.8,3.4,3.4,5.7,3.1,3.0,3.3,https://www.youtube.com/watch?v=1FH-q0I1fJY,0.06,0.14,0.08,0.03,0.11,0.22,0.0,0.11,0.0,0.0,0.08,0.22,0.0
39,1FmqrHSAtoc_1290.mp3,F,"47% Dreamy, 36% Calm, relaxing, serene, 31% Transcendent, mystical, 14% Awe-inspiring, amazing, 11% Beautiful, 11% Compassionate, sympathetic, 11% Tender, longing, 8% Eerie, mysterious, 8% Entrancing, 8% Erotic, desirous, 8% Romantic, loving, 6% Amusing, 6% Anxious, tense, 6% Bittersweet, 6% Sad, depressing, 3% Euphoric, ecstatic, 3% Goose bumps, 3% Indignant, defiant, 3% Nauseating, revolting, 3% Triumphant, heroic",4.6,6.1,5.9,5.9,3.7,5.6,4.7,4.0,6.6,5.7,4.7,https://www.youtube.com/watch?v=1FmqrHSAtoc,0.06,0.0,0.06,0.11,0.36,0.47,0.0,0.08,0.03,0.0,0.06,0.0,0.03
